en,bho
What program will you do ?,तु कवन कार्यक्रम करबा?
The landlord called the new tenant a crook.,मकान मालिक नवका केराएदार एक बदमाशे क बोलइलस।
No!,नाहीं।
The men are doctors.,मनइए डॉक्टर हवें।
I don't expect I'll pass the exam.,हमके भरोसा नाई हऽ कि हम परीक्षा पास कइ लेहलीं हऽ।
How much will it be according to the meter ?,मीटर के मुताबिक केतना भइल।
A shy man up immediately hand.,एक लजाएवाला अदमी रहलॅ लेकिन तुरतअ हाथ उठावत रहलॅ।
Hello...,हैलो......
Get some new books.,कुछ नई किताबिन ले आवा।
Human is the superior in this planet.,इंसान सबसे बड़हन हऽ ब्रह्मांड में।
We must repair our forts.,हम अपनी किलन क मरम्मत करावल चाहत हई ।
Rope?,रसरी?
Was there any important work ?,कवनो जरूर काम बाटे?
They run into the room.,ऊ लोग कमरा में दौड़ के गईल लो।
They would hurry if they knew we are waiting.,अगर उ जनिहें कि हमहन इन्तजार करत हई त उ जल्दी अईहें ।
Can you call the restaurant and ask them where we park our car?,का तु भोजनलय फोन कइ सकल और उनसे पुछ हम आपन कार कहां खडा करी ?
