en,bho
I had gone to Lajpat Nagar yesterday.,काल हम लाजपत नगर गईल रहीं ।
Does she know where he lives ?,का उ जानत हई उ कहा रहत हउए।
Why do you think he left early ?,तोह्की काहे लगला कि उ पाहिले छोड़ देलस?
I don't need it for myself.,अपने लिए हमके एकर जरूरत नाई हऽ।
Please give one big size.,एक नंबर बड़ा द।
It may rain tomorrow.,कल बरखा हो सक ल।
The player ran fast.,खिलाड़ी तेज दौड़ऽल।
It is not a pleasant and sunny day.,ई ना त खुशनुमा और न ही गरम दिन बा।
The boy's mother called him inside for dinner.,लइका के अम्मा उनके रात मे खाये खरतीन अंदर बोलवली।
What is the highest mountain in the United Kingdom?,ब्रिटेन में सबसे ऊंच पहाड़ कवन हऽ
I had that fire.,हमके लगते हव की आग रहल।
